t,MV,MVP,MVI,MVD,PV,SP,DV,Man
0.000000000000000000e+00,5.000000000000000000e+01,1.185874351096514268e+01,3.814125648903485910e+01,0.000000000000000000e+00,4.120000000000000284e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+01,1.185874351096514268e+01,3.814125648903485910e+01,0.000000000000000000e+00,4.120000000000000284e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+01,1.199350195995338453e+01,3.800649804004661547e+01,3.143038395796046158e-01,4.110000000000000142e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+01,1.228997054772751163e+01,3.771002945227248659e+01,9.846950441936427323e-01,4.088000000000000256e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+01,1.228997054772751163e+01,3.771002945227248659e+01,9.186613100068372617e-01,4.088000000000000256e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,5.000000000000000000e+01,1.228997054772751163e+01,3.771002945227248659e+01,8.570558037027306009e-01,4.088000000000000256e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,5.000000000000000000e+01,1.238430146201928039e+01,3.761569853798071961e+01,1.019594255645124736e+00,4.081000000000000227e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+00,5.000000000000000000e+01,1.246515653141222835e+01,3.753484346858777343e+01,1.139802481090509634e+00,4.075000000000000000e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000000e+00,5.000000000000000000e+01,1.264034251509694329e+01,3.735965748490305316e+01,1.471962220324945392e+00,4.061999999999999744e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
9.000000000000000000e+00,5.000000000000000000e+01,1.264034251509694329e+01,3.735965748490305316e+01,1.373252307481266143e+00,4.061999999999999744e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,5.000000000000000000e+01,1.272119758448988058e+01,3.727880241551012119e+01,1.469744193613582883e+00,4.056000000000000227e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.100000000000000000e+01,5.000000000000000000e+01,1.228997054772751163e+01,3.771002945227248659e+01,3.654107351768347556e-01,4.088000000000000256e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.200000000000000000e+01,5.000000000000000000e+01,1.233039808242398472e+01,3.766960191757601706e+01,4.351974117840314848e-01,4.085000000000000142e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.300000000000000000e+01,5.000000000000000000e+01,1.228997054772751163e+01,3.771002945227248659e+01,3.117218841199096424e-01,4.088000000000000256e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.400000000000000000e+01,5.000000000000000000e+01,1.228997054772751163e+01,3.771002945227248659e+01,2.908177878135851935e-01,4.088000000000000256e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.500000000000000000e+01,5.000000000000000000e+01,1.228997054772751163e+01,3.771002945227248659e+01,2.713155219999059398e-01,4.088000000000000256e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.600000000000000000e+01,5.000000000000000000e+01,1.189917104566161576e+01,3.810082895433838246e+01,-6.583600549751316144e-01,4.117000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.700000000000000000e+01,5.000000000000000000e+01,1.185874351096514268e+01,3.814125648903485910e+01,-7.085015250507901152e-01,4.120000000000000284e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.800000000000000000e+01,5.000000000000000000e+01,1.181831597626867847e+01,3.818168402373132153e+01,-7.552805038391637860e-01,4.122999999999999687e+01,5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
