t,MV,MVP,MVI,MVD,PV,SP,DV,Man
0.000000000000000000e+00,2.967720060387753378e+01,2.922910758554932187e+01,4.480930183282127444e-01,0.000000000000000000e+00,2.830999999999999872e+01,5.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,3.012529362220574569e+01,2.922910758554932187e+01,8.961860366564254887e-01,0.000000000000000000e+00,2.830999999999999872e+01,5.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,3.057338664053396116e+01,2.922910758554932187e+01,1.344279054984638178e+00,0.000000000000000000e+00,2.830999999999999872e+01,5.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,3.102147965886217307e+01,2.922910758554932187e+01,1.792372073312850977e+00,0.000000000000000000e+00,2.830999999999999872e+01,5.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,3.146957267719038498e+01,2.922910758554932187e+01,2.240465091641063555e+00,0.000000000000000000e+00,2.830999999999999872e+01,5.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00
5.000000000000000000e+00,3.205300415113227075e+01,2.926953512024579140e+01,2.689177879012607075e+00,9.429115187387245023e-02,2.828000000000000114e+01,5.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00
6.000000000000000000e+00,3.236005531015182157e+01,2.922910758554932187e+01,3.137270897340819875e+00,-6.323172738323001862e-03,2.830999999999999872e+01,5.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00
7.000000000000000000e+00,3.280857236098663066e+01,2.922910758554932187e+01,3.585363915669032675e+00,-5.899140231729452233e-03,2.830999999999999872e+01,5.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00
8.000000000000000000e+00,3.325706097616514256e+01,2.922910758554932187e+01,4.033456933997245031e+00,-5.503543381425706621e-03,2.830999999999999872e+01,5.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00
9.000000000000000000e+00,3.370552306258492337e+01,2.922910758554932187e+01,4.481549952325457831e+00,-5.134475289860141421e-03,2.830999999999999872e+01,5.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+01,3.383817066950153674e+01,2.913477667125755488e+01,4.928196842885898654e+00,-2.248028446419156334e-01,2.837999999999999901e+01,5.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00
